anime_id,title,title_english,image_url,type,source,rating,score,premiered,studio,genre
1266,Yoroiden Samurai Troopers Kikoutei Densetsu,Ronin Warriors Legend of Kikoutei,https://myanimelist.cdn-dena.com/images/anime/1504/92211.jpg,OVA,Unknown,PG-13 - Teens 13 or older,6.77,0,Sunrise,"Adventure, Fantasy, Samurai, Shounen"
23107,GO-GO Tamagotchi!,,https://myanimelist.cdn-dena.com/images/anime/2/60033.jpg,TV,Unknown,G - All Ages,6.57,Spring 2014,OLM,"Comedy, Fantasy, Kids"
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,Space Pirate Mito 2,https://myanimelist.cdn-dena.com/images/anime/3/60981.jpg,TV,Unknown,PG-13 - Teens 13 or older,6.33,Summer 1999,Xebec/Genco/Triangle Staff,"Action, Comedy, Sci-Fi"
2911,Kyoushirou to Towa no Sora Specials,,https://myanimelist.cdn-dena.com/images/anime/5/21657.jpg,Special,Manga,PG-13 - Teens 13 or older,6.69,0,TNK,"Drama, Magic, Romance, Shounen"
7174,Usaru-san,,https://myanimelist.cdn-dena.com/images/anime/11/16866.jpg,Special,Unknown,PG - Children,6.07,0,OLM,Kids
4802,Kawarazaki-ke no Ichizoku The Animation,Kawarazaki-ke no Ichizoku The Animation,https://myanimelist.cdn-dena.com/images/anime/5/71233.jpg,OVA,Unknown,Rx - Hentai,5.56,0,0,Hentai
23209,Sora no Method,Celestial Method,https://myanimelist.cdn-dena.com/images/anime/10/62485.jpg,TV,Original,PG-13 - Teens 13 or older,6.79,Fall 2014,Studio 3Hz,"Slice of Life, Drama, Fantasy, School"
12057,My Imouto: Koakuma na A-Cup,,https://myanimelist.cdn-dena.com/images/anime/11/38811.jpg,OVA,Light novel,Rx - Hentai,6.76,0,0,Hentai
4824,Isourou Tengoku,Isourou Tengoku,https://myanimelist.cdn-dena.com/images/anime/4/51301.jpg,OVA,Unknown,Rx - Hentai,5.81,0,0,Hentai
35517,Caribadix,Caribadix,https://myanimelist.cdn-dena.com/images/anime/1626/90565.jpg,TV,Original,PG - Children,4.88,Spring 2017,0,"Music, Comedy"
1123,Beet the Vandel Buster Excellion,,https://myanimelist.cdn-dena.com/images/anime/4/21570.jpg,TV,Manga,PG - Children,6.8,Fall 2005,Toei Animation,"Adventure, Fantasy, Shounen, Supernatural"
16159,Mirai Kara Kita Shounen Super Jetter,,https://myanimelist.cdn-dena.com/images/anime/13/68185.jpg,TV,Original,G - All Ages,5.83,Winter 1965,0,"Action, Comedy, Super Power, Sci-Fi"
23191,Chokin no Susume,,,Movie,Original,G - All Ages,6.82,0,0,Comedy
32461,Mitsuami no Kamisama,Pigtails,https://myanimelist.cdn-dena.com/images/anime/5/79853.jpg,Movie,Manga,G - All Ages,6.87,0,Production I.G,"Slice of Life, Drama, Seinen"
4063,Sekirei,Sekirei,https://myanimelist.cdn-dena.com/images/anime/10/15182.jpg,TV,Manga,R+ - Mild Nudity,7.32,Summer 2008,Seven Arcs,"Action, Comedy, Ecchi, Harem, Super Power"
37088,Enkou JK Bitch Gal: Ojisan to Namapako Seikatsu,,https://myanimelist.cdn-dena.com/images/anime/12/89970.jpg,OVA,Visual novel,Rx - Hentai,7.13,0,T-Rex,Hentai
8150,Gegege no Kitarou: Chisougan,Spooky Kitaro: The All Seeing Eye,https://myanimelist.cdn-dena.com/images/anime/5/84231.jpg,Movie,Unknown,G - All Ages,6.02,0,Toei Animation,"Adventure, Comedy, Fantasy, Horror, Supernatural"
36486,Lalala Lala-chan ★Uchuu ni Muchuu★,,https://myanimelist.cdn-dena.com/images/anime/1591/91149.jpg,TV,Other,PG - Children,5,Fall 2017,Usagi Ou,"Adventure, Kids, Fantasy"
9316,Toushindai My Lover: Minami tai Mecha-Minami,,https://myanimelist.cdn-dena.com/images/anime/5/25822.jpg,OVA,Unknown,Rx - Hentai,4.94,0,0,Hentai
2278,Mahou Yuugi 3D,,https://myanimelist.cdn-dena.com/images/anime/1/2513.jpg,OVA,Original,PG-13 - Teens 13 or older,5.78,0,AIC,"Comedy, Magic"
33983,Onihei,Onihei,https://myanimelist.cdn-dena.com/images/anime/2/83758.jpg,TV,Novel,R - 17+ (violence & profanity),7.37,Winter 2017,M2,"Historical, Seinen"
33201,Ojisan to Marshmallow Special,Ojisan and Marshmallow Episode 13: Hige-san and Marshmallow,https://myanimelist.cdn-dena.com/images/anime/6/79780.jpg,Special,Web manga,PG-13 - Teens 13 or older,6.11,0,Creators in Pack,Comedy
1543,Yoake Mae yori Ruriiro na: Crescent Love,Brighter Than the Dawning Blue,https://myanimelist.cdn-dena.com/images/anime/2/19794.jpg,TV,Visual novel,PG-13 - Teens 13 or older,7.2,Fall 2006,Daume,"Comedy, Romance, School, Sci-Fi"
854,Soul Link,,https://myanimelist.cdn-dena.com/images/anime/1/854.jpg,TV,Visual novel,R - 17+ (violence & profanity),6.21,Spring 2006,Picture Magic,"Action, Adventure, Space, Comedy, Romance, Military, Sci-Fi"
2574,Kashi no Ki Mokku,,https://myanimelist.cdn-dena.com/images/anime/10/23505.jpg,TV,Unknown,G - All Ages,5.88,Winter 1972,Tatsunoko Production,"Adventure, Fantasy"
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,,https://myanimelist.cdn-dena.com/images/anime/4/75684.jpg,Special,Visual novel,PG-13 - Teens 13 or older,7.48,0,ufotable,"Action, Supernatural, Magic, Fantasy"
6311,Sarutobi Ecchan,Sarutobi Ecchan,https://myanimelist.cdn-dena.com/images/anime/12/59333.jpg,TV,Unknown,PG - Children,6,Fall 1971,Toei Animation,"Comedy, Kids, Magic, School"
2326,Nankyoku 28 Gou,Mail Order Maiden 28,https://myanimelist.cdn-dena.com/images/anime/11/10103.jpg,OVA,Unknown,Rx - Hentai,5.7,0,0,Hentai
540,Tenchi Muyou! Ryououki 2nd Season,Tenchi Muyo! Ryo-Ohki,https://myanimelist.cdn-dena.com/images/anime/1/2437.jpg,OVA,Original,R+ - Mild Nudity,7.75,0,AIC,"Action, Comedy, Harem, Sci-Fi, Shounen, Space"
21041,Follow Me,,https://myanimelist.cdn-dena.com/images/anime/12/68983.jpg,Music,Unknown,G - All Ages,6.37,0,0,"Slice of Life, Romance, Music, Drama"
3622,Ikusa Otome Suvia,,https://myanimelist.cdn-dena.com/images/anime/8/33393.jpg,OVA,Visual novel,Rx - Hentai,6.59,0,0,"Fantasy, Hentai"
1721,Hitohira,,https://myanimelist.cdn-dena.com/images/anime/9/23639.jpg,TV,Manga,PG-13 - Teens 13 or older,6.85,Spring 2007,Xebec,"Drama, Romance, School, Slice of Life"
1892,YAT Anshin! Uchuu Ryokou 2,,https://myanimelist.cdn-dena.com/images/anime/1/2106.jpg,TV,Original,PG-13 - Teens 13 or older,7.01,Spring 1998,Group TAC,"Adventure, Comedy, Sci-Fi, Shounen"
8109,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,Hamtaro: The Mysterious Ogre's Picture Book Tower,https://myanimelist.cdn-dena.com/images/anime/7/20094.jpg,Movie,Unknown,G - All Ages,6.53,0,TMS Entertainment,"Kids, Adventure, Comedy"
33532,Twin Angel Break,Twin Angels Break,https://myanimelist.cdn-dena.com/images/anime/11/86505.jpg,TV,Game,PG-13 - Teens 13 or older,5.96,Spring 2017,J.C.Staff,"Drama, Magic"
33499,Ganbare! Kickers Specials,Fight! Kickers,https://myanimelist.cdn-dena.com/images/anime/5/80596.jpg,Special,Manga,G - All Ages,6.35,0,Studio Pierrot,"Sports, Drama, Shounen"
4723,Seishun Anime Zenshuu,Animated Classics of Japanese Literature,https://myanimelist.cdn-dena.com/images/anime/2/9105.jpg,TV,Other,G - All Ages,6.68,Spring 1986,Nippon Animation,"Historical, Drama, Romance"
13159,Kuromajo-san ga Tooru!!,Here Comes the Black Witch!!,https://myanimelist.cdn-dena.com/images/anime/7/75496.jpg,TV,Novel,PG - Children,6.49,Spring 2012,Shin-Ei Animation,"Comedy, Magic, School, Slice of Life"
36093,Car Radio,Car Radio,https://myanimelist.cdn-dena.com/images/anime/7/87219.jpg,Music,Music,G - All Ages,4.82,0,0,Music
684,Tenshi no Shippo Chu!,,https://myanimelist.cdn-dena.com/images/anime/12/4406.jpg,TV,Unknown,PG-13 - Teens 13 or older,6.6,Spring 2003,0,"Fantasy, Magic, Romance"
7308,Mirai Shounen Conan (Movie),Future Boy Conan Movie,https://myanimelist.cdn-dena.com/images/anime/7/29838.jpg,Movie,Novel,PG-13 - Teens 13 or older,7.08,0,Nippon Animation,"Adventure, Drama, Sci-Fi"
17481,Hello Kitty no Oyayubi-hime (OVA),Hello Kitty in Thumbelina,https://myanimelist.cdn-dena.com/images/anime/7/46705.jpg,OVA,Unknown,G - All Ages,6.02,0,0,"Fantasy, Kids"
29976,Dance with Devils,Dance with Devils,https://myanimelist.cdn-dena.com/images/anime/4/75640.jpg,TV,Original,R - 17+ (violence & profanity),6.68,Fall 2015,Brain's Base,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo"
35233,Jingisukan no Jin-kun,,https://myanimelist.cdn-dena.com/images/anime/9/87134.jpg,ONA,Other,G - All Ages,4.13,0,0,Comedy
14129,Starless: 21st Century Nymphomaniacs,,https://myanimelist.cdn-dena.com/images/anime/13/44281.jpg,OVA,Visual novel,Rx - Hentai,6.64,0,0,Hentai
25943,Hacka Doll,Hacka Doll,https://myanimelist.cdn-dena.com/images/anime/10/66053.jpg,Special,Other,PG-13 - Teens 13 or older,5.7,0,Trigger,Fantasy
3525,Extra,Extra,https://myanimelist.cdn-dena.com/images/anime/9/71738.jpg,Music,Unknown,R - 17+ (violence & profanity),6,0,Studio 4°C,"Action, Sci-Fi, Music, Dementia, Horror"
1158,Geobreeders: File-X Chibi Neko Dakkan,Geobreeders: (File-X) Get Back The Kitty,https://myanimelist.cdn-dena.com/images/anime/3/28188.jpg,OVA,Manga,R+ - Mild Nudity,6.45,0,Chaos Project,"Adventure, Comedy, Shounen, Supernatural"
11239,Hidamari Sketch x Honeycomb,,https://myanimelist.cdn-dena.com/images/anime/2/50501.jpg,TV,4-koma manga,PG-13 - Teens 13 or older,7.95,Fall 2012,Shaft,"Slice of Life, Comedy, School, Seinen"
36402,Chiisana Tegami,,https://myanimelist.cdn-dena.com/images/anime/8/87826.jpg,Music,Original,G - All Ages,3.17,0,0,"Music, Kids"
7524,Mahou no Pen,,https://myanimelist.cdn-dena.com/images/anime/7/18053.jpg,Movie,Original,G - All Ages,5.54,0,0,Historical
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,,https://myanimelist.cdn-dena.com/images/anime/1802/91347.jpg,Movie,Manga,PG-13 - Teens 13 or older,0,0,Shuka,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
1682,Baldr Force Exe Resolution,,https://myanimelist.cdn-dena.com/images/anime/3/76295.jpg,OVA,Visual novel,R+ - Mild Nudity,6.58,0,Satelight,"Action, Drama, Mecha, Sci-Fi"
10105,Bavi Stock,,https://myanimelist.cdn-dena.com/images/anime/13/27876.jpg,OVA,Novel,PG-13 - Teens 13 or older,5.28,0,0,"Action, Sci-Fi, Adventure, Fantasy"
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Dragon Ball Z Special 1: Bardock  The Father of Goku,https://myanimelist.cdn-dena.com/images/anime/8/3303.jpg,Special,Manga,PG-13 - Teens 13 or older,7.71,0,Toei Animation,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen"
4808,Hurricane Polymar,Hurricane Polymar,https://myanimelist.cdn-dena.com/images/anime/9/60393.jpg,TV,Unknown,PG-13 - Teens 13 or older,6.68,Fall 1974,Tatsunoko Production,"Action, Adventure, Police, Sci-Fi, Super Power"
9290,Moyashimon CGI Anime,,https://myanimelist.cdn-dena.com/images/anime/3/25764.jpg,OVA,Unknown,PG-13 - Teens 13 or older,6.27,0,Shirogumi,"Comedy, School, Supernatural"
17721,Rennyo Monogatari,,https://myanimelist.cdn-dena.com/images/anime/9/47227.jpg,Movie,Unknown,None,7.5,0,Toei Animation,"Drama, Historical"
30891,Oni Chichi: Refresh♥,,https://myanimelist.cdn-dena.com/images/anime/4/74310.jpg,OVA,Visual novel,Rx - Hentai,7.29,0,PoRO,Hentai
35191,Free! Movie 2: Timeless Medley - Yakusoku,,https://myanimelist.cdn-dena.com/images/anime/13/87931.jpg,Movie,Original,PG-13 - Teens 13 or older,7.75,0,Kyoto Animation,"Slice of Life, Sports, School"
10687,Saint Seiya: Legend of Sanctuary,,https://myanimelist.cdn-dena.com/images/anime/6/78671.jpg,Movie,Manga,PG-13 - Teens 13 or older,6.47,0,Toei Animation,"Sci-Fi, Adventure, Fantasy, Shounen"
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Ranma ½: Team Ranma vs. The Legendary Phoenix,https://myanimelist.cdn-dena.com/images/anime/3/63463.jpg,Movie,Unknown,PG-13 - Teens 13 or older,7.47,0,Studio Deen,"Action, Adventure, Comedy, Supernatural, Martial Arts, Shounen"
11097,Zou no Inai Doubutsuen,,https://myanimelist.cdn-dena.com/images/anime/10/30721.jpg,Movie,Unknown,PG - Children,5.58,0,0,Drama
37566,Qin Shi Ming Yue: Yi Zhe Ru Shi,,https://myanimelist.cdn-dena.com/images/anime/1491/91323.jpg,ONA,Novel,PG-13 - Teens 13 or older,6.2,0,Sparkly Key Animation Studio,"Drama, Historical"
34176,Zero kara Hajimeru Mahou no Sho,,https://myanimelist.cdn-dena.com/images/anime/5/85224.jpg,TV,Light novel,PG-13 - Teens 13 or older,7.21,Spring 2017,White Fox,"Action, Fantasy"
2465,Idol Bouei-tai Hummingbird,Hummingbirds,https://myanimelist.cdn-dena.com/images/anime/8/44085.jpg,OVA,Light novel,PG-13 - Teens 13 or older,5.88,0,Ashi Production,"Military, Music, Comedy, Parody"
7698,Sangokushi Daisanbu Harukanaru Taichi,,https://myanimelist.cdn-dena.com/images/anime/6/18592.jpg,Movie,Unknown,PG-13 - Teens 13 or older,6.9,0,Toei Animation,"Action, Historical"
3099,Juusenshi Gulkeeva,,https://myanimelist.cdn-dena.com/images/anime/9/52271.jpg,TV,Unknown,PG-13 - Teens 13 or older,6.42,Spring 1995,Sunrise,"Action, Fantasy, Mecha, Super Power"
32417,Chibinacs,,https://myanimelist.cdn-dena.com/images/anime/4/77792.jpg,TV,Other,G - All Ages,6.29,Spring 2006,0,Comedy
3948,Mahou Sensei Negima! Introduction Film,,https://myanimelist.cdn-dena.com/images/anime/5/8864.jpg,OVA,Unknown,R+ - Mild Nudity,6.83,0,Xebec,"Action, Ecchi, Comedy, Harem, Romance, Supernatural"
6251,Sketchbook: Full Color's Picture Drama,,https://myanimelist.cdn-dena.com/images/anime/2/63003.jpg,Special,4-koma manga,G - All Ages,6.45,0,Hal Film Maker,"Slice of Life, Comedy"
2119,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,,https://myanimelist.cdn-dena.com/images/anime/1/2248.jpg,Movie,Unknown,G - All Ages,6.87,0,0,"Action, Sports, Shounen"
318,Hand Maid May,,https://myanimelist.cdn-dena.com/images/anime/9/60995.jpg,TV,Original,PG-13 - Teens 13 or older,6.82,Summer 2000,TNK/Production Reed,"Comedy, Ecchi, Harem, Romance, Sci-Fi"
23267,Osaru no Tairyou,,https://myanimelist.cdn-dena.com/images/anime/11/60167.jpg,Movie,Original,G - All Ages,5.28,0,0,Slice of Life
24855,Girlfriend (Kari),Girl Friend Beta,https://myanimelist.cdn-dena.com/images/anime/4/67045.jpg,TV,Game,PG-13 - Teens 13 or older,5.99,Fall 2014,Silver Link.,"School, Slice of Life"
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,Doraemon the Movie: The Records of Nobita  Spaceblazer,https://myanimelist.cdn-dena.com/images/anime/8/72406.jpg,Movie,Unknown,PG - Children,7.19,0,Shin-Ei Animation,"Adventure, Comedy, Fantasy, Kids, Shounen"
1188,Momoiro Sisters,,https://myanimelist.cdn-dena.com/images/anime/7/15422.jpg,TV,4-koma manga,PG-13 - Teens 13 or older,6.25,Summer 1998,Studio Deen,"Comedy, Slice of Life"
17903,Otokogi,,https://myanimelist.cdn-dena.com/images/anime/2/47707.jpg,OVA,Unknown,R+ - Mild Nudity,5.89,0,0,Seinen
2737,Kouryuu no Mimi: Mina no Shou,,https://myanimelist.cdn-dena.com/images/anime/10/59847.jpg,OVA,Manga,R+ - Mild Nudity,5.15,0,OLM,"Action, Super Power, Drama"
32230,Xi You Ji,Journey to the West: Legends of the Monkey King,https://myanimelist.cdn-dena.com/images/anime/8/77384.jpg,TV,Novel,PG - Children,7.08,0,0,"Adventure, Fantasy"
19585,Kobo-chan,,https://myanimelist.cdn-dena.com/images/anime/9/52447.jpg,TV,4-koma manga,G - All Ages,6.56,Fall 1992,Eiken,"Comedy, Kids, Slice of Life"
15913,Happy☆Lucky Bikkuriman,,https://myanimelist.cdn-dena.com/images/anime/7/43261.jpg,TV,Unknown,G - All Ages,7.16,Fall 2006,Toei Animation,"Adventure, Comedy, Fantasy, Kids"
29943,Crazy for It,,https://myanimelist.cdn-dena.com/images/anime/8/71832.jpg,Movie,Unknown,G - All Ages,5.84,0,0,"Dementia, Music"
13141,Shibainuko-san,,https://myanimelist.cdn-dena.com/images/anime/7/38283.jpg,TV,Manga,G - All Ages,5.83,Spring 2012,Hotline,Comedy
28185,Oniku Daisuki! Zeushi-kun 2nd Season,,https://myanimelist.cdn-dena.com/images/anime/4/68169.jpg,ONA,Original,G - All Ages,5.13,0,DLE,Comedy
2150,Tanoshii Muumin Ikka,,https://myanimelist.cdn-dena.com/images/anime/13/26765.jpg,TV,Book,G - All Ages,8.05,Spring 1990,Telescreen BV,"Adventure, Comedy, Fantasy, Kids, Slice of Life"
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,,https://myanimelist.cdn-dena.com/images/anime/9/25713.jpg,TV,Game,G - All Ages,6.33,Summer 2010,DLE,"Action, Comedy"
4498,Ikenie,,https://myanimelist.cdn-dena.com/images/anime/9/51305.jpg,OVA,Manga,Rx - Hentai,5.59,0,0,Hentai
37021,Iya na Kao sare nagara Opantsu Misete Moraitai,,https://myanimelist.cdn-dena.com/images/anime/8/89768.jpg,OVA,Other,None,0,0,0,0
2823,Barbapapa,Barbapapa,https://myanimelist.cdn-dena.com/images/anime/7/3921.jpg,TV,Picture book,PG - Children,6.18,Fall 1974,Topcraft,"Fantasy, Comedy"
13089,Hana to Mogura,,https://myanimelist.cdn-dena.com/images/anime/9/36697.jpg,Movie,Unknown,G - All Ages,5.66,0,0,Comedy
34533,Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,Nanbaka: Idiots with Student Numbers!,https://myanimelist.cdn-dena.com/images/anime/5/83264.jpg,Special,Web manga,PG-13 - Teens 13 or older,6.86,0,Satelight,"Action, Comedy, School"
1062,Nekojiru Gekijou Jirujiru Original,,https://myanimelist.cdn-dena.com/images/anime/7/3818.jpg,TV,Manga,R - 17+ (violence & profanity),6.6,Summer 1999,0,"Action, Comedy"
300,3x3 Eyes,3x3 Eyes,https://myanimelist.cdn-dena.com/images/anime/4/26940.jpg,OVA,Manga,R - 17+ (violence & profanity),6.91,0,Toei Animation,"Action, Demons, Fantasy, Horror, Romance"
21293,Sore Ike! Anpanman: Shabondama no Purun,,https://myanimelist.cdn-dena.com/images/anime/9/56229.jpg,Movie,Unknown,PG - Children,5.43,0,0,"Comedy, Fantasy, Kids"
738,MÄR,,https://myanimelist.cdn-dena.com/images/anime/8/38383.jpg,TV,Manga,PG-13 - Teens 13 or older,7.39,Spring 2005,SynergySP,"Action, Adventure, Comedy, Fantasy, Shounen"
5211,Hime Dorei,,https://myanimelist.cdn-dena.com/images/anime/3/10404.jpg,OVA,Visual novel,Rx - Hentai,6.09,0,0,Hentai
5091,Manga Sarutobi Sasuke,Ninja the Wonder Boy,https://myanimelist.cdn-dena.com/images/anime/11/57257.jpg,TV,Unknown,PG - Children,6.83,Fall 1979,0,"Adventure, Comedy, Historical, Supernatural"
29655,Chanda Gou,M.S. Chanda,https://myanimelist.cdn-dena.com/images/anime/10/71309.jpg,Movie,Unknown,G - All Ages,4.33,0,0,0
9976,Wakaranai Buta,In a Pig's Eye,https://myanimelist.cdn-dena.com/images/anime/13/27618.jpg,Movie,Original,PG-13 - Teens 13 or older,4.7,0,0,Drama
12351,eX-Driver the Movie Specials,,https://myanimelist.cdn-dena.com/images/anime/10/34743.jpg,Special,Unknown,PG-13 - Teens 13 or older,6.43,0,0,Comedy
34449,The Reflection,The Reflection,https://myanimelist.cdn-dena.com/images/anime/4/83018.jpg,TV,Original,PG-13 - Teens 13 or older,5.21,Summer 2017,Studio Deen,"Action, Super Power"
17657,Chibi Neko Tomu no Daibouken: Chikyuu wo Sukue! Nakama-tachi,,https://myanimelist.cdn-dena.com/images/anime/6/47113.jpg,Special,Unknown,G - All Ages,6,0,0,"Adventure, Kids"
34368,Vatican Kiseki Chousakan,Vatican Miracle Examiner,https://myanimelist.cdn-dena.com/images/anime/4/86746.jpg,TV,Novel,R - 17+ (violence & profanity),6.43,Summer 2017,J.C.Staff,"Mystery, Supernatural, Drama"
3690,Chou Hatsumei Boy Kanipan,,https://myanimelist.cdn-dena.com/images/anime/6/28019.jpg,TV,Original,G - All Ages,6.89,Winter 1999,0,"Adventure, Comedy, Mecha, Romance"
25611,Genki Genki Non-tan (2004),,https://myanimelist.cdn-dena.com/images/anime/8/65133.jpg,TV,Unknown,G - All Ages,5.88,Spring 2004,Polygon Pictures,"Kids, Music"
5515,Wakusei Robo Danguard Ace: Uchuu Daikaisen,,https://myanimelist.cdn-dena.com/images/anime/10/62699.jpg,Movie,Unknown,PG-13 - Teens 13 or older,6.07,0,Toei Animation,"Mecha, Sci-Fi"
6517,Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,,https://myanimelist.cdn-dena.com/images/anime/7/49049.jpg,Movie,Unknown,G - All Ages,6.53,0,0,Kids
8532,Katekyo Hitman Reborn! Special,,https://myanimelist.cdn-dena.com/images/anime/7/27088.jpg,ONA,Manga,PG-13 - Teens 13 or older,7.69,0,Artland,"Comedy, Shounen"
3712,Zero no Tsukaima: Princesses no Rondo,The Familiar of Zero: Rondo of Princesses,https://myanimelist.cdn-dena.com/images/anime/6/10256.jpg,TV,Light novel,PG-13 - Teens 13 or older,7.56,Summer 2008,J.C.Staff,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School"
24679,Flanders no Inu Specials,,https://myanimelist.cdn-dena.com/images/anime/5/63531.jpg,Special,Unknown,G - All Ages,5.89,0,Nippon Animation,"Slice of Life, Drama"
35835,RErideD: Tokigoe no Derrida,,https://myanimelist.cdn-dena.com/images/anime/1010/91293.jpg,TV,Original,None,0,0,0,Sci-Fi
1923,Urusei Yatsura Movie 4: Lum The Forever,,https://myanimelist.cdn-dena.com/images/anime/4/79775.jpg,Movie,Manga,PG-13 - Teens 13 or older,6.88,0,Studio Deen,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
1049,Cello Hiki no Gauche (1982),Gauche the Cellist,https://myanimelist.cdn-dena.com/images/anime/9/36627.jpg,Movie,Book,G - All Ages,7.03,0,Oh! Production,"Music, Kids, Drama, Fantasy"
12281,Rinne no Lagrange Season 2,Lagrange: The Flower of Rin-ne Season 2,https://myanimelist.cdn-dena.com/images/anime/4/39321.jpg,TV,Original,PG-13 - Teens 13 or older,7.04,Summer 2012,Xebec,"Action, Comedy, Mecha, Sci-Fi"
28829,Cinterrier-jou no Hanamuko,Miss Cinterrier's Groom,https://myanimelist.cdn-dena.com/images/anime/10/69585.jpg,Movie,Original,G - All Ages,4.83,0,0,"Kids, Fantasy, Comedy"
16498,Shingeki no Kyojin,Attack on Titan,https://myanimelist.cdn-dena.com/images/anime/10/47347.jpg,TV,Manga,R - 17+ (violence & profanity),8.49,Spring 2013,Wit Studio,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen"
750,Binchou-tan,,https://myanimelist.cdn-dena.com/images/anime/10/61143.jpg,TV,Manga,G - All Ages,6.98,Winter 2006,Studio Deen,"Slice of Life, Comedy"
33042,Zonmi-chan: Halloween☆Special Movie!,,https://myanimelist.cdn-dena.com/images/anime/12/79267.jpg,ONA,Original,PG-13 - Teens 13 or older,4.61,0,Neft Film,"Comedy, Horror"
14317,Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,,https://myanimelist.cdn-dena.com/images/anime/10/39329.jpg,Special,Original,PG-13 - Teens 13 or older,6.55,0,Production I.G,Sci-Fi
31771,Amanchu!,,https://myanimelist.cdn-dena.com/images/anime/6/80810.jpg,TV,Manga,PG-13 - Teens 13 or older,7.35,Summer 2016,J.C.Staff,"Comedy, School, Shounen, Slice of Life"
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,,https://myanimelist.cdn-dena.com/images/anime/13/84052.jpg,OVA,Light novel,PG-13 - Teens 13 or older,8.19,0,feel.,"Comedy, Romance, School"
7468,Princess Lover! Picture Drama,,https://myanimelist.cdn-dena.com/images/anime/4/18207.jpg,Special,Unknown,R+ - Mild Nudity,6.25,0,GoHands,"Harem, Comedy, Ecchi, School"
9062,Angel Beats! Specials,,https://myanimelist.cdn-dena.com/images/anime/4/25073.jpg,Special,Original,PG-13 - Teens 13 or older,7.74,0,P.A. Works,"Action, Comedy, Supernatural, School"
35000,To LOVE-Ru: Multiplication - Mae kara Ushiro kara,,https://myanimelist.cdn-dena.com/images/anime/3/87158.jpg,OVA,Manga,R+ - Mild Nudity,7.26,0,Xebec,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
19901,Donkikko,,https://myanimelist.cdn-dena.com/images/anime/12/53069.jpg,TV,Unknown,None,6.11,Fall 1967,0,"Comedy, Shounen"
4379,Inmu: Ikenie no Utage,Inmu: Feast of Victims,https://myanimelist.cdn-dena.com/images/anime/2/29636.jpg,OVA,Original,Rx - Hentai,5.84,0,0,"Hentai, Demons"
3823,Little Lulu to Chicchai Nakama,Little Lulu,https://myanimelist.cdn-dena.com/images/anime/3/40539.jpg,TV,Unknown,G - All Ages,6.58,Fall 1976,Nippon Animation,"Kids, Slice of Life, Comedy"
36362,Hamburger no Tsukurikata,,https://myanimelist.cdn-dena.com/images/anime/3/87783.jpg,Music,Original,G - All Ages,4,0,0,"Music, Kids"
20713,Mai Zhu,Pig Sale,https://myanimelist.cdn-dena.com/images/anime/8/54833.jpg,Movie,Unknown,R - 17+ (violence & profanity),5.32,0,0,"Comedy, Historical"
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,,https://myanimelist.cdn-dena.com/images/anime/3/14156.jpg,Special,Unknown,PG-13 - Teens 13 or older,7.19,0,TMS Entertainment,"Action, Adventure, Mystery, Comedy, Seinen"
27551,Deko Boko Friends,,https://myanimelist.cdn-dena.com/images/anime/13/66749.jpg,TV,Original,PG - Children,6.13,Spring 2002,0,"Kids, Comedy"
1153,Crying Freeman,,https://myanimelist.cdn-dena.com/images/anime/13/37721.jpg,OVA,Manga,R+ - Mild Nudity,6.59,0,Toei Animation,"Action, Police, Martial Arts, Romance, Drama, Seinen"
25495,fake!fake!,,https://myanimelist.cdn-dena.com/images/anime/7/64923.jpg,Music,Unknown,G - All Ages,6.25,0,0,Music
35988,Dame x Prince Anime Caravan,Damepri Anime Caravan,https://myanimelist.cdn-dena.com/images/anime/9/87462.jpg,TV,Visual novel,PG-13 - Teens 13 or older,6.6,Winter 2018,Studio Flad,"Adventure, Comedy, Romance"
