anime_id,title,title_english,image_url,type,source,rating,score,premiered,studio,genre
36116,Tsuugakuro,,https://myanimelist.cdn-dena.com/images/anime/6/87269.jpg,Music,Original,PG - Children,4.5,0,0,Music
33279,Nanocore: NG Scenes - Nano's Daily Life,,https://myanimelist.cdn-dena.com/images/anime/2/79966.jpg,ONA,Original,PG-13 - Teens 13 or older,4.86,0,0,"Comedy, Sci-Fi"
28977,Gintama°,Gintama Season 4,https://myanimelist.cdn-dena.com/images/anime/3/72078.jpg,TV,Manga,R - 17+ (violence & profanity),9.15,Spring 2015,Bandai Namco Pictures,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,,https://myanimelist.cdn-dena.com/images/anime/9/56373.jpg,Movie,Original,G - All Ages,7.44,0,Toei Animation,"Kids, Magic, Shoujo"
5829,Blocker Gundan IV Machine Blaster,,https://myanimelist.cdn-dena.com/images/anime/8/72561.jpg,TV,Unknown,PG-13 - Teens 13 or older,6.24,Summer 1976,Nippon Animation,"Action, Mecha, Sci-Fi"
36993,Chao Zhi Neng Zu Qiu,GGO Football,https://myanimelist.cdn-dena.com/images/anime/10/89647.jpg,TV,Original,G - All Ages,7.5,Winter 2010,0,"Comedy, Sports"
35041,Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,,https://myanimelist.cdn-dena.com/images/anime/8/84574.jpg,OVA,Original,G - All Ages,5.25,0,0,"Kids, Sci-Fi"
708,Patapata Hikousen no Bouken,,https://myanimelist.cdn-dena.com/images/anime/10/2766.jpg,TV,Novel,PG-13 - Teens 13 or older,7.61,Winter 2002,Telecom Animation Film,"Adventure, Sci-Fi"
825,King of Fighters: Another Day,,https://myanimelist.cdn-dena.com/images/anime/3/12676.jpg,ONA,Game,PG-13 - Teens 13 or older,6.42,0,Production I.G,"Adventure, Drama, Shounen"
30862,Yubi wo Nusunda Onna,Woman Who Stole Fingers,https://myanimelist.cdn-dena.com/images/anime/3/74292.jpg,Movie,Original,G - All Ages,5.46,0,0,0
18323,Jangdokdae,,https://myanimelist.cdn-dena.com/images/anime/10/88066.jpg,Special,Unknown,None,4.5,0,0,"Historical, Drama"
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,Royal Space Force: The Wings of Honneamise,https://myanimelist.cdn-dena.com/images/anime/6/74639.jpg,Movie,Original,R+ - Mild Nudity,7.65,0,Gainax,"Action, Drama, Military, Sci-Fi, Space"
1549,1000-nen Joou: Queen Millennia,,https://myanimelist.cdn-dena.com/images/anime/1/2398.jpg,Movie,Manga,PG-13 - Teens 13 or older,6.93,0,Toei Animation,"Adventure, Fantasy, Drama, Sci-Fi"
9723,Hakuouki Hekketsuroku Episode 0,,https://myanimelist.cdn-dena.com/images/anime/9/26949.jpg,Special,Visual novel,R - 17+ (violence & profanity),7.19,0,Studio Deen,"Action, Harem, Historical, Supernatural, Drama, Samurai, Vampire, Josei"
34361,Kyonyuu Reijou MC Gakuen,,https://myanimelist.cdn-dena.com/images/anime/9/82779.jpg,OVA,Visual novel,Rx - Hentai,6.82,0,0,Hentai
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho,,https://myanimelist.cdn-dena.com/images/anime/8/45088.jpg,OVA,Manga,PG-13 - Teens 13 or older,7.44,0,Studio Pierrot,"Action, Adventure, Supernatural, Shounen"
20815,Sekaiichi Hatsukoi: Valentine-hen,,https://myanimelist.cdn-dena.com/images/anime/5/55723.jpg,Movie,Unknown,PG-13 - Teens 13 or older,8.1,0,Studio Deen,"Romance, Comedy, Shounen Ai"
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,The World's Most Famous Tales,https://myanimelist.cdn-dena.com/images/anime/8/17158.jpg,TV,Unknown,G - All Ages,6.83,Spring 1995,Toei Animation,Fantasy
34881,Aho Girl,AHO-GIRL,https://myanimelist.cdn-dena.com/images/anime/7/86665.jpg,TV,4-koma manga,PG-13 - Teens 13 or older,7.26,Summer 2017,Diomedea,"Comedy, Romance, School, Shounen"
6463,Hoshi wo Katta Hi,The Day I Bought a Star,https://myanimelist.cdn-dena.com/images/anime/10/38233.jpg,Movie,Original,G - All Ages,7.26,0,Studio Ghibli,"Sci-Fi, Kids"
33729,Chain Chronicle: Haecceitas no Hikari Part 2,Chain Chronicle: The Light of Haecceitas Part 2,https://myanimelist.cdn-dena.com/images/anime/10/83105.jpg,Movie,Game,PG-13 - Teens 13 or older,7.18,0,Telecom Animation Film/Graphinica,"Action, Adventure, Fantasy, Magic, Shounen"
91,Mobile Suit Gundam Wing: Endless Waltz,Mobile Suit Gundam Wing: Endless Waltz,https://myanimelist.cdn-dena.com/images/anime/1/91.jpg,OVA,Original,PG-13 - Teens 13 or older,7.86,0,Sunrise,"Action, Drama, Mecha, Military, Sci-Fi, Space"
34005,Bakukyuu Renpatsu! Super B-Daman Specials,,https://myanimelist.cdn-dena.com/images/anime/4/81875.jpg,Special,Manga,G - All Ages,5,0,Xebec,"Adventure, Game"
36094,Hakumei to Mikochi,Hakumei and Mikochi,https://myanimelist.cdn-dena.com/images/anime/1250/91694.jpg,TV,Manga,PG-13 - Teens 13 or older,7.59,Winter 2018,Lerche,"Slice of Life, Fantasy, Seinen"
1891,YAT Anshin! Uchuu Ryokou,,https://myanimelist.cdn-dena.com/images/anime/4/20271.jpg,TV,Original,PG-13 - Teens 13 or older,7.16,Fall 1996,Xebec/Group TAC,"Adventure, Comedy, Sci-Fi, Shounen"
18817,Yasai no Yousei: Quiz Gekijou,,https://myanimelist.cdn-dena.com/images/anime/6/50207.jpg,Movie,Unknown,G - All Ages,5.17,0,0,"Comedy, Kids"
27887,Yama no Susume: Second Season Specials,,https://myanimelist.cdn-dena.com/images/anime/4/67577.jpg,Special,Manga,PG-13 - Teens 13 or older,6.85,0,8bit,"Slice of Life, Comedy"
8490,Digimon Adventure 3D: Digimon Grand Prix!,,https://myanimelist.cdn-dena.com/images/anime/12/22649.jpg,Movie,Original,PG - Children,6,0,Toei Animation,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports"
32454,Usakame,Usakame,https://myanimelist.cdn-dena.com/images/anime/10/79223.jpg,TV,Manga,PG-13 - Teens 13 or older,5.87,Spring 2016,Millepensee,"Comedy, Sports, Shounen"
1009,Battle Spirits: Ryuuko no Ken,Art of Fighting,https://myanimelist.cdn-dena.com/images/anime/4/64045.jpg,OVA,Game,PG-13 - Teens 13 or older,4.85,0,0,"Action, Comedy, Martial Arts, Shounen"
4874,Pokemon: Pikachu no Fuyuyasumi,Pokemon: Pikachu's Winter Vacation,https://myanimelist.cdn-dena.com/images/anime/12/26372.jpg,OVA,Game,PG - Children,6.64,0,OLM,"Adventure, Comedy, Fantasy, Kids"
4208,Tetsujin 28-gou (1980),The New Adventures of Gigantor,https://myanimelist.cdn-dena.com/images/anime/5/46121.jpg,TV,Unknown,G - All Ages,7.01,Fall 1980,0,"Action, Mecha"
34440,Code Geass: Hangyaku no Lelouch III - Oudou,,https://myanimelist.cdn-dena.com/images/anime/1126/91344.jpg,Movie,Original,None,0,0,0,"Action, Military, Sci-Fi, Super Power, Mecha, School"
2619,Spider Riders: Oracle no Yuusha-tachi,Spider Riders,https://myanimelist.cdn-dena.com/images/anime/12/3590.jpg,TV,Novel,PG - Children,6.71,Spring 2006,Bee Train/Cookie Jar Entertainment,"Action, Adventure, Mecha"
35044,To Be Heroine,,https://myanimelist.cdn-dena.com/images/anime/1708/92835.jpg,TV,Original,PG-13 - Teens 13 or older,7.05,Spring 2018,Haoliners Animation League/Studio LAN,"Comedy, Super Power"
19811,Waanabi.jk,I wanna be!,https://myanimelist.cdn-dena.com/images/anime/9/52837.jpg,Special,Unknown,PG-13 - Teens 13 or older,4.92,0,Studio Deen,"Comedy, School, Slice of Life"
29905,Yasashii Fue  Tori  Ishi,Gentle Whistle  Bird and Stone,https://myanimelist.cdn-dena.com/images/anime/2/71809.jpg,Movie,Original,G - All Ages,4.79,0,0,Dementia
13057,Peace Hame!,,https://myanimelist.cdn-dena.com/images/anime/9/36677.jpg,OVA,Manga,Rx - Hentai,7.18,0,Studio 9 MAiami,Hentai
681,Tenbatsu Angel Rabbie☆,,https://myanimelist.cdn-dena.com/images/anime/11/3789.jpg,OVA,Visual novel,PG-13 - Teens 13 or older,5.19,0,0,"Magic, Comedy, Sci-Fi"
7211,Rose O'Neill Kewpie,,https://myanimelist.cdn-dena.com/images/anime/3/16995.jpg,TV,Other,G - All Ages,6.42,Winter 2010,TMS Entertainment,Comedy
37753,Wonder Gravity: Pino To Juuryoku Tsukai,Wonder Gravity: Pino and the Gravity Users,https://myanimelist.cdn-dena.com/images/anime/1257/91957.jpg,ONA,Game,G - All Ages,5,0,0,"Fantasy, Game"
28813,Bamboo Blade: Fanfu-Fufe-Fo,,https://myanimelist.cdn-dena.com/images/anime/8/69535.jpg,Special,Unknown,G - All Ages,5.53,0,AIC A.S.T.A.,"Comedy, Parody"
241,Girls Bravo: First Season,Girls Bravo,https://myanimelist.cdn-dena.com/images/anime/1/241.jpg,TV,Manga,R+ - Mild Nudity,6.61,Summer 2004,AIC Spirits,"Comedy, Ecchi, Fantasy, Harem, Romance, School"
28093,Hana wa Saku: Touhoku ni Saku,Flowers Will Bloom In Tohoku,https://myanimelist.cdn-dena.com/images/anime/13/67985.jpg,Special,Unknown,G - All Ages,6.08,0,0,"Fantasy, Kids"
10540,Genki!! Ekoda-chan,,https://myanimelist.cdn-dena.com/images/anime/6/28950.jpg,TV,Unknown,PG-13 - Teens 13 or older,5.63,Spring 2011,DLE,Comedy
34234,Ohayou! Kokekkou-san,,https://myanimelist.cdn-dena.com/images/anime/2/82367.jpg,TV,Original,G - All Ages,5.75,Fall 2016,TMS Entertainment/TOCSIS,"Comedy, Kids"
32071,Gantz:O,,https://myanimelist.cdn-dena.com/images/anime/7/81255.jpg,Movie,Manga,R+ - Mild Nudity,7.62,0,Digital Frontier,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi, Seinen"
6148,Yurumates,,https://myanimelist.cdn-dena.com/images/anime/3/13506.jpg,OVA,Unknown,PG-13 - Teens 13 or older,6.46,0,0,"Slice of Life, Comedy, Seinen"
36587,Granblue Fantasy The Animation 2,,https://myanimelist.cdn-dena.com/images/anime/7/88420.jpg,TV,Game,PG-13 - Teens 13 or older,0,0,0,"Adventure, Fantasy"
8936,Melody,,https://myanimelist.cdn-dena.com/images/anime/4/24789.jpg,ONA,Unknown,G - All Ages,5.9,0,0,Drama
22179,Aki no Puzzle,Puzzle of Autumn,https://myanimelist.cdn-dena.com/images/anime/10/73763.jpg,Movie,Original,R+ - Mild Nudity,2.65,0,0,Dementia
8195,Guru Guru Town Hanamaru-kun,,https://myanimelist.cdn-dena.com/images/anime/13/20997.jpg,TV,Original,G - All Ages,6.47,Fall 1999,Studio Pierrot,Kids
34481,Getsuyoubi no Tawawa Specials,Tawawa on Monday Specials,https://myanimelist.cdn-dena.com/images/anime/13/83698.jpg,Special,Other,PG-13 - Teens 13 or older,6.65,0,Pine Jam,"Slice of Life, Ecchi"
34192,Yot-chan no Fushigina Crayon,,https://myanimelist.cdn-dena.com/images/anime/11/82214.jpg,OVA,Unknown,G - All Ages,4.67,0,0,"Fantasy, Kids"
5712,Tanoshii Muumin Ikka Bouken Nikki,,https://myanimelist.cdn-dena.com/images/anime/4/11862.jpg,TV,Book,G - All Ages,7.54,Fall 1991,0,"Kids, Slice of Life, Adventure, Fantasy"
416,Kurenai no Buta,Porco Rosso,https://myanimelist.cdn-dena.com/images/anime/6/2878.jpg,Movie,Manga,G - All Ages,8.03,0,Studio Ghibli,"Action, Adventure, Comedy, Drama, Historical, Military, Romance"
12669,Amagami SS+ Plus Specials,,https://myanimelist.cdn-dena.com/images/anime/12/56023.jpg,Special,Unknown,PG-13 - Teens 13 or older,7.31,0,AIC,Romance
35180,3-gatsu no Lion 2nd Season,March Comes In Like A Lion 2nd Season,https://myanimelist.cdn-dena.com/images/anime/1959/92119.jpg,TV,Manga,PG-13 - Teens 13 or older,9.1,Fall 2017,Shaft,"Drama, Game, Seinen, Slice of Life"
35709,Arara,Oh Dear,https://myanimelist.cdn-dena.com/images/anime/5/86134.jpg,Special,Unknown,G - All Ages,5.22,0,0,Supernatural
19365,Samurai Flamenco,Samurai Flamenco,https://myanimelist.cdn-dena.com/images/anime/11/54319.jpg,TV,Original,R - 17+ (violence & profanity),6.97,Fall 2013,Manglobe,"Action, Comedy, Parody, Super Power"
33852,Mekakucity Reload,,https://myanimelist.cdn-dena.com/images/anime/2/81505.jpg,TV,Music,PG-13 - Teens 13 or older,0,0,0,"Sci-Fi, Comedy, Super Power, Supernatural, Romance"
1132,Digimon Frontier,Digimon Frontier,https://myanimelist.cdn-dena.com/images/anime/3/31591.jpg,TV,Original,PG - Children,7.24,Spring 2002,Toei Animation,"Action, Adventure, Comedy, Drama, Fantasy, Shounen"
15717,Nagareboshi Lens Specials,,https://myanimelist.cdn-dena.com/images/anime/6/43769.jpg,Special,Unknown,G - All Ages,6.3,0,0,"Romance, Shoujo"
37073,Soratobu Penguin,,https://myanimelist.cdn-dena.com/images/anime/6/89917.jpg,Music,Original,G - All Ages,5.22,0,0,"Kids, Music, Romance"
2267,Red Garden: Dead Girls,Red Garden: Dead Girls,https://myanimelist.cdn-dena.com/images/anime/7/75508.jpg,OVA,Original,R - 17+ (violence & profanity),6.45,0,Gonzo,"Mecha, Mystery"
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,,https://myanimelist.cdn-dena.com/images/anime/10/58925.jpg,ONA,Unknown,G - All Ages,5.25,0,Shin-Ei Animation,Comedy
11533,Momotarou Densetsu,,https://myanimelist.cdn-dena.com/images/anime/5/32171.jpg,TV,Game,G - All Ages,6.34,Fall 1989,Knack Productions,"Adventure, Comedy"
987,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,Dragon Ball GT: A Hero's Legacy,https://myanimelist.cdn-dena.com/images/anime/1/987.jpg,Special,Manga,PG-13 - Teens 13 or older,6.68,0,Toei Animation,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen"
2609,Kakyuusei (TV),,https://myanimelist.cdn-dena.com/images/anime/8/84837.jpg,TV,Visual novel,PG-13 - Teens 13 or older,6.27,Summer 1999,0,"Harem, Drama, Romance, School"
15605,Brothers Conflict,Brothers Conflict,https://myanimelist.cdn-dena.com/images/anime/5/51409.jpg,TV,Novel,PG-13 - Teens 13 or older,6.51,Summer 2013,Brain's Base,"Harem, Romance, Shoujo"
31741,Magi: Sinbad no Bouken (TV),Magi: Adventure of Sinbad,https://myanimelist.cdn-dena.com/images/anime/10/78783.jpg,TV,Manga,PG-13 - Teens 13 or older,8.13,Spring 2016,Lay-duce,"Action, Adventure, Fantasy, Magic, Shounen"
1569,Otome wa Boku ni Koishiteru,Otoboku: Maidens are Falling for Me!,https://myanimelist.cdn-dena.com/images/anime/7/75483.jpg,TV,Visual novel,PG-13 - Teens 13 or older,7.14,Fall 2006,feel.,"Comedy, Drama, Romance, School"
732,Vampire Hunter D,Vampire Hunter D,https://myanimelist.cdn-dena.com/images/anime/4/24228.jpg,Movie,Novel,R+ - Mild Nudity,7.22,0,Production Reed,"Action, Sci-Fi, Horror, Supernatural, Vampire"
2246,Mononoke,Mononoke,https://myanimelist.cdn-dena.com/images/anime/3/20713.jpg,TV,Original,R - 17+ (violence & profanity),8.46,Summer 2007,Toei Animation,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen"
31683,Danchigai Special,,https://myanimelist.cdn-dena.com/images/anime/2/76368.jpg,Special,4-koma manga,PG-13 - Teens 13 or older,6.48,0,Creators in Pack,"Slice of Life, Comedy"
3728,True Blue,True Blue,https://myanimelist.cdn-dena.com/images/anime/13/25216.jpg,OVA,Visual novel,Rx - Hentai,6.04,0,0,Hentai
997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Sailor Moon S Movie: Hearts in Ice,https://myanimelist.cdn-dena.com/images/anime/13/18896.jpg,Movie,Manga,PG-13 - Teens 13 or older,7.76,0,Toei Animation/Production Reed,"Adventure, Fantasy, Magic, Comedy, Romance, Drama, Shoujo"
18139,Tonari no Seki-kun,Tonari no Seki-kun: The Master of Killing Time,https://myanimelist.cdn-dena.com/images/anime/9/55489.jpg,TV,Manga,G - All Ages,7.68,Winter 2014,Shin-Ei Animation,"Comedy, School, Seinen"
2621,Natsu e no Tobira,,https://myanimelist.cdn-dena.com/images/anime/3/3592.jpg,Movie,Manga,PG-13 - Teens 13 or older,6.28,0,Madhouse/Toei Animation,"Drama, Romance, Shoujo, Shounen Ai"
9362,Hyakka Ryouran: Samurai Girls Specials,,https://myanimelist.cdn-dena.com/images/anime/2/25950.jpg,Special,Light novel,R+ - Mild Nudity,6.72,0,Arms,Ecchi
24443,Peeping Life: Shinkon-chan Kansai ni Irasshai,Peeping Life: Welcome to Kansai  Newlyweds!,https://myanimelist.cdn-dena.com/images/anime/3/63077.jpg,ONA,Unknown,G - All Ages,5.12,0,0,"Comedy, Slice of Life"
36835,Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,,https://myanimelist.cdn-dena.com/images/anime/6/89068.jpg,Movie,Novel,G - All Ages,5.37,0,0,Comedy
519,Mahoraba: Heartful days,,https://myanimelist.cdn-dena.com/images/anime/3/50903.jpg,TV,Manga,PG-13 - Teens 13 or older,7.41,Winter 2005,J.C.Staff,"Comedy, Drama, Romance, Shounen"
12807,Wonder-kun no Hatsu Yume Uchuu Ryokou,,https://myanimelist.cdn-dena.com/images/anime/12/35965.jpg,Special,Unknown,None,5.4,0,0,Adventure
23861,Ai no Kiseki: Doctor Norman Monogatari,,https://myanimelist.cdn-dena.com/images/anime/5/62049.jpg,Special,Unknown,G - All Ages,6.42,0,0,"Drama, Slice of Life"
1863,Silk Road Shounen Yuuto,,https://myanimelist.cdn-dena.com/images/anime/1/1863.jpg,TV,Unknown,None,5.88,Fall 2006,OLM,"Adventure, Fantasy, Historical"
2571,Mitsubachi Maya no Bouken,Maya the Bee,https://myanimelist.cdn-dena.com/images/anime/6/3358.jpg,TV,Book,G - All Ages,6.43,Spring 1975,Nippon Animation,"Adventure, Comedy, Kids"
21277,Yawaraka Atom,,https://myanimelist.cdn-dena.com/images/anime/8/56203.jpg,ONA,Unknown,G - All Ages,4.43,0,0,"Comedy, Parody"
9826,Okubyou na Venus,,https://myanimelist.cdn-dena.com/images/anime/3/27210.jpg,OVA,Unknown,G - All Ages,5.64,0,Toei Animation,Music
37032,Garo: Vanishing Line Recap,,https://myanimelist.cdn-dena.com/images/anime/8/89840.jpg,Special,Original,R - 17+ (violence & profanity),6.08,0,MAPPA,"Action, Demons, Supernatural, Fantasy"
34997,Ao no Strada,,https://myanimelist.cdn-dena.com/images/anime/10/84500.jpg,ONA,Original,G - All Ages,5.47,0,0,Drama
28221,Etotama,Etotama,https://myanimelist.cdn-dena.com/images/anime/7/73586.jpg,TV,Original,PG-13 - Teens 13 or older,6.97,Spring 2015,Shirogumi/Encourage Films,"Action, Comedy, Fantasy"
30342,Funassyi no Funafunafuna Biyori,,https://myanimelist.cdn-dena.com/images/anime/10/76586.jpg,TV,Original,G - All Ages,6.27,Spring 2015,Asahi Production,"Comedy, Kids, Slice of Life"
16506,San Ge Heshang,,https://myanimelist.cdn-dena.com/images/anime/4/44586.jpg,Movie,Unknown,G - All Ages,5.9,0,0,Music
19457,Green Saver,Green Saver,https://myanimelist.cdn-dena.com/images/anime/12/52163.jpg,TV,Original,G - All Ages,5.8,Fall 2009,0,"Adventure, Kids"
37387,Wata no Kuni Hoshi Pilot,,https://myanimelist.cdn-dena.com/images/anime/1132/90779.jpg,Special,Manga,G - All Ages,5.06,0,0,"Fantasy, Shoujo"
16405,"Boku no Imouto wa ""Osaka Okan""",,https://myanimelist.cdn-dena.com/images/anime/12/45352.jpg,TV,Original,PG-13 - Teens 13 or older,5.87,Winter 2013,Charaction,Comedy
30030,Jewelpet Magical Change,,https://myanimelist.cdn-dena.com/images/anime/5/73970.jpg,TV,Original,PG - Children,6.67,Spring 2015,Studio Deen,"Comedy, Fantasy, Magic, Shoujo"
12951,AWOL,,https://myanimelist.cdn-dena.com/images/anime/8/36369.jpg,TV,Unknown,PG-13 - Teens 13 or older,5.72,Winter 1998,Studio Deen,"Action, Space, Military, Sci-Fi"
33541,Bishoujo Yuugi Unit Crane Game Girls Galaxy,Crane Game Girls Galaxy,https://myanimelist.cdn-dena.com/images/anime/3/81924.jpg,TV,Original,PG - Children,4.83,Fall 2016,Kyotoma,"Game, Space, Comedy"
21743,Donten ni Warau,Laughing Under the Clouds,https://myanimelist.cdn-dena.com/images/anime/11/57309.jpg,TV,Manga,PG-13 - Teens 13 or older,7.6,Fall 2014,Doga Kobo,"Action, Historical, Shoujo, Supernatural"
339,Serial Experiments Lain,Serial Experiments Lain,https://myanimelist.cdn-dena.com/images/anime/3/10243.jpg,TV,Original,R - 17+ (violence & profanity),8,Summer 1998,Triangle Staff,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural"
4941,Tezuka Osamu ga Kieta?! 20 Seiki Saigo no Kaijiken,,https://myanimelist.cdn-dena.com/images/anime/9/9503.jpg,Special,Unknown,PG - Children,6.39,0,0,Mystery
10639,Deva Zan,,https://myanimelist.cdn-dena.com/images/anime/10/29286.jpg,Special,Unknown,G - All Ages,5.02,0,0,"Action, Fantasy"
15617,Jinrui wa Suitai Shimashita Specials,Humanity Has Declined Specials,https://myanimelist.cdn-dena.com/images/anime/12/63069.jpg,Special,Unknown,PG-13 - Teens 13 or older,7.28,0,AIC A.S.T.A.,"Comedy, Fantasy, Seinen"
8181,Adachi-ga Hara,,https://myanimelist.cdn-dena.com/images/anime/13/81675.jpg,Movie,Manga,PG-13 - Teens 13 or older,6.05,0,Tezuka Productions,Sci-Fi
12015,Tiger & Bunny Movie 1: The Beginning,Tiger & Bunny Movie 1,https://myanimelist.cdn-dena.com/images/anime/2/40041.jpg,Movie,Unknown,PG-13 - Teens 13 or older,7.51,0,Sunrise,"Action, Super Power, Comedy, Mystery"
31631,Monster Hunter Stories: Ride On,Monster Hunter Stories: Ride On,https://myanimelist.cdn-dena.com/images/anime/7/76232.jpg,TV,Game,PG-13 - Teens 13 or older,6.33,Fall 2016,David Production,Fantasy
3154,Gatchaman,,https://myanimelist.cdn-dena.com/images/anime/6/63307.jpg,OVA,Unknown,PG-13 - Teens 13 or older,6.54,0,Tatsunoko Production,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power"
10562,Machine Hayabusa,,https://myanimelist.cdn-dena.com/images/anime/10/29015.jpg,TV,Original,PG-13 - Teens 13 or older,6.32,Spring 1976,Toei Animation,"Action, Cars, Sports, Shounen"
7761,Masuda Kousuke Gekijou Gag Manga Biyori +,,https://myanimelist.cdn-dena.com/images/anime/13/18805.jpg,TV,Manga,PG-13 - Teens 13 or older,7.27,Winter 2010,Studio Deen,Comedy
17006,Sore Ike! Anpanman: Sing! Dance! Everybody's Christmas,,https://myanimelist.cdn-dena.com/images/anime/6/45574.jpg,Special,Unknown,PG - Children,5.32,0,TMS Entertainment,"Comedy, Fantasy, Kids, Super Power"
18679,Kill la Kill,KILL la KILL,https://myanimelist.cdn-dena.com/images/anime/8/75514.jpg,TV,Original,PG-13 - Teens 13 or older,8.19,Fall 2013,Trigger,"Action, Comedy, Super Power, Ecchi, School"
30892,Boo Boo Boy,,https://myanimelist.cdn-dena.com/images/anime/5/79707.jpg,TV,Original,G - All Ages,4.83,Summer 2015,DLE,"Cars, Kids"
1457,Key the Metal Idol,Key the Metal Idol,https://myanimelist.cdn-dena.com/images/anime/5/11220.jpg,OVA,Original,PG-13 - Teens 13 or older,7.05,0,Studio Pierrot,"Action, Sci-Fi, Music, Drama, Mecha"
37341,Yuru Camp△ Specials,,https://myanimelist.cdn-dena.com/images/anime/1258/91059.jpg,Special,Manga,PG-13 - Teens 13 or older,7.78,0,C-Station,"Slice of Life, Comedy"
36107,Shirotan: Shirotan ga Ippai!,,https://myanimelist.cdn-dena.com/images/anime/2/87256.jpg,ONA,Other,G - All Ages,6.74,0,0,Kids
3801,Yami no Teio: Kyuuketsuki Dracula,Dracula: Sovereign of the Damned,https://myanimelist.cdn-dena.com/images/anime/9/6763.jpg,Special,Unknown,R - 17+ (violence & profanity),4.11,0,Toei Animation,Vampire
4961,Mushrambo (2008),,https://myanimelist.cdn-dena.com/images/anime/11/29840.jpg,OVA,Unknown,PG - Children,6.66,0,Toei Animation,"Action, Adventure, Fantasy, Sci-Fi"
28241,Ahiru Rikusentai,Duck Brigade,https://myanimelist.cdn-dena.com/images/anime/6/68301.jpg,Movie,Original,G - All Ages,5.3,0,0,"Action, Military, Historical, Kids"
779,Detective Conan Movie 01: The Timed Skyscraper,Case Closed The Movie: The Time Bombed Skyscraper,https://myanimelist.cdn-dena.com/images/anime/3/77131.jpg,Movie,Manga,PG-13 - Teens 13 or older,7.96,0,TMS Entertainment,"Adventure, Mystery, Comedy, Police, Shounen"
2885,Ganbare Goemon,Legend of the Mystical Ninja,https://myanimelist.cdn-dena.com/images/anime/6/65107.jpg,TV,Game,G - All Ages,6.19,Fall 1997,0,"Comedy, Shounen"
6987,Aki-Sora,Aki Sora,https://myanimelist.cdn-dena.com/images/anime/10/64715.jpg,OVA,Manga,R+ - Mild Nudity,6.23,0,Hoods Entertainment,"Ecchi, Romance, Seinen"
34744,Kumo no Gakkou,,https://myanimelist.cdn-dena.com/images/anime/13/83764.jpg,Movie,Novel,G - All Ages,6,0,0,"Slice of Life, Drama"
34486,Star Ocean: Anamnesis,Star Ocean: Anamnesis,https://myanimelist.cdn-dena.com/images/anime/8/83142.jpg,ONA,Game,PG-13 - Teens 13 or older,5.45,0,0,"Action, Fantasy"
1574,Get Ride! AMDriver,,https://myanimelist.cdn-dena.com/images/anime/12/21726.jpg,TV,Unknown,PG-13 - Teens 13 or older,6.46,Spring 2004,Studio Deen,"Adventure, Mecha, Sci-Fi, Shounen"
177,Tsubasa Chronicle,Tsubasa RESERVoir CHRoNiCLE,https://myanimelist.cdn-dena.com/images/anime/9/6555.jpg,TV,Manga,PG-13 - Teens 13 or older,7.64,Spring 2005,Bee Train,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen"
30454,Maro no Kanja wa Gatenkei,,https://myanimelist.cdn-dena.com/images/anime/2/72872.jpg,OVA,Visual novel,Rx - Hentai,6.04,0,Studio 1st,Hentai
35839,Sora yori mo Tooi Basho,A Place Further Than The Universe,https://myanimelist.cdn-dena.com/images/anime/6/89879.jpg,TV,Original,PG-13 - Teens 13 or older,8.65,Winter 2018,Madhouse,"Slice of Life, Adventure"
5826,Oira no Yakyuu,Our Baseball Match,https://myanimelist.cdn-dena.com/images/anime/7/12220.jpg,Movie,Original,G - All Ages,5.39,0,0,Sports
32224,Mako-chan no Koutsuu Anzen,,https://myanimelist.cdn-dena.com/images/anime/8/77373.jpg,Movie,Original,G - All Ages,4.3,0,0,"Drama, Kids"
9341,Try Z,,https://myanimelist.cdn-dena.com/images/anime/12/25872.jpg,OVA,Unknown,Rx - Hentai,5.29,0,0,Hentai
23581,Romeo no Aoi Sora Specials,,https://myanimelist.cdn-dena.com/images/anime/13/60941.jpg,Special,Novel,G - All Ages,6.74,0,Nippon Animation,"Adventure, Drama, Historical, Slice of Life"
9496,Itoshi no Betty Mamonogatari,,https://myanimelist.cdn-dena.com/images/anime/7/26264.jpg,Movie,Unknown,R+ - Mild Nudity,5.28,0,0,"Fantasy, Romance, Seinen"
